Ukazatel,Čtvrtletí,Šetření,"ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj",Hodnota,MJ_TEXT,MJ_SYMBOL
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2015,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,23862.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2015,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,25174.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2015,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,23308.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2015,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,23122.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2015,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,24067.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Praha,Hlavní město Praha,33910.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,25029.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22583.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,24109.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,21310.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,23091.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,23506.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,22987.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,22551.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,22950.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,24524.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,22346.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,22072.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2015,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,23292.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Praha,Hlavní město Praha,34714.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,27048.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,24660.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,26113.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,23350.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,24687.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,25412.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,24764.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,24653.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,24833.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,26447.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,24621.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,24260.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2014,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,25364.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Praha,Hlavní město Praha,32692.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,25109.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22605.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,24327.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,21377.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,22828.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,23556.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,22881.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,22673.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,22900.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,24374.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,22713.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,22141.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2014,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,23384.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Praha,Hlavní město Praha,33273.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,26201.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22741.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,24392.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,21557.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,23010.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,23556.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,23293.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,22455.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,23069.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,24394.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,22572.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,22457.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2014,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,23444.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Praha,Hlavní město Praha,33146.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,24629.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22099.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,23548.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,20844.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,22473.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,22874.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,22398.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,21988.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,22277.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,23830.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,21868.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,21670.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2014,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,22803.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Praha,Hlavní město Praha,34210.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,26235.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,23844.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,25333.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,22723.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,24052.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,24621.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,23818.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,23541.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,23849.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,25909.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,23767.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,23268.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2013,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,24657.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Praha,Hlavní město Praha,32109.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,24522.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22147.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,23762.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,21162.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,22423.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,23107.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,22259.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,22014.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,22356.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,23977.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,22174.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,21616.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2013,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,22758.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Praha,Hlavní město Praha,32494.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,25599.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,22071.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,23568.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,21235.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,22471.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,22860.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,22537.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,21717.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,22314.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,23857.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,21847.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,21563.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2013,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,22847.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Praha,Hlavní město Praha,31993.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,23646.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,21236.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,22643.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,20362.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,21696.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,22125.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,21461.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,21015.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,21385.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,23071.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,20931.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,20657.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2013,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,21876.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Praha,Hlavní město Praha,35981.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,26220.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,24057.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,25416.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,22712.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,23812.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,24331.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,24441.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,23888.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,23884.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,26039.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,24195.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,23834.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2012,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,25437.0,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2012,Pracovištní metoda,Česko,Praha,Hlavní město Praha,32018.0,koruna česká,Kč
