Ukazatel,Čtvrtletí,Šetření,"ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj",Hodnota,MJ_TEXT,MJ_SYMBOL
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,36742.4093606671,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,38095.2177315034,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,34654.6500143608,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,37360.2658733878,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,36169.4561660811,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,36869.7796433656,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,35707.2483301775,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,37076.4844402184,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,39722.357836561,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,35900.9056545571,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,36042.2020993206,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2023,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,36606.3039251864,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,,,42877.8497942407,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,,51921.7342843947,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,,43429.4707893135,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,,40464.7194598317,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,,39352.1457283838,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,,39378.851555962,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,,41747.5290025593,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,,39149.8794368796,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,,38885.5761269268,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,Hlavní město Praha,51921.7342843947,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,43429.4707893135,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,40029.9002975779,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,40899.7397658097,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,37329.0251953474,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,40037.501408279,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,38830.2479641229,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,40210.5684562801,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,38910.0195634388,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,39525.8892272035,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,42556.71643746,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,39183.2628037194,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,39113.7267632157,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,38885.5761269268,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,,,39386.1216829613,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,,48598.6246973019,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,,39518.9950925664,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,,36936.6191683329,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,,36021.8183000971,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,,35955.1705771153,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,,37990.3458932108,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,,35803.8521886844,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,,35825.7646714501,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,Hlavní město Praha,48598.6246973019,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,39518.9950925664,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,36159.0686186049,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,37724.0369814454,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,34410.4275801311,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,36566.9168058606,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,35943.5026927489,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,36520.841231007,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,35354.1748094976,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,35997.737537169,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,38718.460898106,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,36077.0136356359,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,35509.0552025864,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,35825.7646714501,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,,,39725.672144728,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,,49437.3394085141,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,,41663.7460526383,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,,36767.6502528185,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,,35896.210183931,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,,36320.6709125607,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,,37833.0866748744,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,,35573.8963363798,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,,35682.5709522306,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,Hlavní město Praha,49437.3394085141,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,41663.7460526383,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,36129.0814003052,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,37417.3788932644,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,34113.6749621526,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,36498.8529990513,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,35920.2249013317,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,37778.0416010273,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,35062.2813258811,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,35974.76104301,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,38514.0246003154,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,35664.932241261,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,35475.9081100863,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),2. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,35682.5709522306,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,,,37691.3807346824,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,,49174.9810343844,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,,37465.2764843173,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,,34576.5885408969,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,,33944.2078771842,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,,33632.269999609,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,,35940.3027778755,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,,33158.8484303471,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,,33506.9023569581,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Praha,Hlavní město Praha,49174.9810343844,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,37465.2764843173,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,33782.2635161673,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,35384.8083010365,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,31993.2361773377,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,34602.281024755,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,33491.7498955537,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,34319.8846388651,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,32999.7574362607,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,33965.1969228646,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,36665.9880907486,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,33441.6637212642,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,32854.7765963477,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),1. čtvrtletí 2022,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,33506.9023569581,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,,,40600.76052337,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Praha,,49315.2147174182,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Čechy,,40765.3210724118,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,,38460.724164711,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,,37029.7735511848,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,,37560.1643906913,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,,39488.2146708525,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Morava,,37197.9642293659,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Moravskoslezsko,,37034.4324302137,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Praha,Hlavní město Praha,49315.2147174182,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,40765.3210724118,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,37522.5358895386,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,39420.6064514354,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,35665.5182301609,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,37492.8105779376,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,36963.0457719929,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,38239.9209611552,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,37286.1151355359,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,37616.3452000725,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,40176.4664642091,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Morava,Olomoucký kraj,37261.890327815,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Morava,Zlínský kraj,37128.6604023463,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),4. čtvrtletí 2021,Pracovištní metoda,Česko,Moravskoslezsko,Moravskoslezský kraj,37034.4324302137,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,,,37896.3643556728,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Praha,,46468.0710190432,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Čechy,,38004.8140034686,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,,35745.8019032908,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,,34697.3809380734,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,,34808.0684521585,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,,36704.5601741218,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Morava,,34650.0040227076,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Moravskoslezsko,,34522.8239480396,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Praha,Hlavní město Praha,46468.0710190432,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Střední Čechy,Středočeský kraj,38004.8140034686,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,Jihočeský kraj,34840.9115266061,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihozápad,Plzeňský kraj,36670.211919425,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,Karlovarský kraj,33300.1287367946,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severozápad,Ústecký kraj,35172.0319484298,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Liberecký kraj,34398.199339575,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Královéhradecký kraj,35487.3388887763,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Severovýchod,Pardubický kraj,34384.567292643,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,Kraj Vysočina,35230.3752197332,koruna česká,Kč
Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),3. čtvrtletí 2021,Pracovištní metoda,Česko,Jihovýchod,Jihomoravský kraj,37247.9892024138,koruna česká,Kč
