"Ukazatel","Čtvrtletí","Šetření","ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","467.9960417268","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","-2.7048767632","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","99.4253512885","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","41441.8101768701","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","2927.7855765547","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","107.6018686879","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","492.0899946727","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","-3.7551207748","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","99.2426827132","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","39412.715833963","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","2851.7289666082","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","Jihomoravský kraj","107.7999233909","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","221.5463846297","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","1.0469094175","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","100.4747899814","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","37922.6236243723","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","2257.6913831112","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","106.3302836743","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","232.5196470396","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","0.8660206206","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","100.3738428938","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","36132.9473299116","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","2185.2860554282","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Olomoucký kraj","106.4372212205","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","201.7394465732","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","-3.115463155","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","98.4791855079","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","38503.4613999707","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","3027.5532898844","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","108.5341107562","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","210.2773657118","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","-3.3439409001","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","98.434640742","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","36940.100365494","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","2920.0203056762","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","Zlínský kraj","108.5832258494","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","416.1200646411","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","-2.5889794969","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","99.3816757643","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","38596.4805848794","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","2913.9096326488","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","108.1661986647","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","433.4586481578","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","-3.3731279597","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","99.2278199197","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","37052.600205713","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","2850.3832594396","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","2. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","Moravskoslezský kraj","108.3339137458","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","4030.1249297448","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","39.6712276261","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","100.9941533116","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","40801.1062410444","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","3109.725506362","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","108.2504950621","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","4217.7993877949","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","32.7446978986","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","100.7824198326","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","38985.627410119","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","3046.8593567901","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","","","108.4779181976","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","855.7672126352","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","31.6312115112","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","103.8381057821","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","52873.4555225046","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","3698.4744881203","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","107.5210491399","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","903.906646628","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","30.2381456614","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","103.4610548083","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","50057.5693559476","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","3670.5562266135","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Praha","","107.9128962591","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","416.1271453974","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","2.7904571535","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","100.675105122","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","40108.2001877997","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","2642.9237034825","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","107.0543285717","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","433.5101831954","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","2.505111402","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","100.5812255043","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","38499.9280251093","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","2570.4823651427","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Čechy","","107.1542499973","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","435.3806331827","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","5.3632495133","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","101.2472169073","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","37420.7384871384","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","2844.1499462415","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","108.2256522875","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","454.2338716463","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","4.9115981715","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","101.0931125523","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","35867.5691833458","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","2776.5451715972","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihozápad","","108.3906293459","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","323.8282609942","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","2.2891399393","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","100.7119320137","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","36662.5069002453","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","2718.299023061","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","108.008138039","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","336.708530951","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","1.2035566845","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","100.3587299077","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","35260.0387630815","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","2728.8049427914","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severozápad","","108.3882614409","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","523.5025264405","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","0.4489340261","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","100.0858294509","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","36271.7446748517","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","2639.4746752427","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","107.8480420004","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","546.1517685936","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","-1.0711090307","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","99.804264574","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","34767.533619065","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","2620.7057658164","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Severovýchod","","108.1522997472","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","635.7963158652","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","-0.588487919","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","99.907526403","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","39014.2929192154","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","3073.9901413399","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","108.5530446428","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","666.6728442465","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","-1.4288429421","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","99.786133912","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","37207.3707789273","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","2973.266944392","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Jihovýchod","","108.6851023142","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","421.6001225507","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","-0.6853690363","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","99.8377000749","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","35968.3510633984","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","2809.5026330513","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","108.4728594811","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","441.0452364824","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","-1.2326976811","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","99.7212843812","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","34382.5529943783","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","2722.5954693643","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Střední Morava","","108.5994918572","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","415.0484775869","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","-1.0251767414","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","99.7536069081","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","36606.3039251864","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","3099.4015682283","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","109.250039097","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","1. čtvrtletí 2023","Pracovištní metoda","Česko","Moravskoslezsko","","432.4355646585","tisíc osob","tis. osob (tis. os.)"
