"Ukazatel","Čtvrtletí","Šetření","ČR, regiony, kraje-Stát","ČR, regiony, kraje-Region","ČR, regiony, kraje-Kraj","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","","36874.4079276541","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","","1241.4798461001","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","","103.4840803519","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","326.5071126998","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","-0.098357198","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","99.969885012","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","37029.7735511848","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","887.6023078912","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","102.4558632682","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","339.568058472","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","0.5093256015","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","100.1502175146","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","35605.4821543808","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","790.7740296092","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","","102.2713791734","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","530.3299917195","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","9.8300429893","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","101.8885771292","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","37560.1643906913","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","1016.4482473735","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","102.781458359","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","553.780797268","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","10.9908675603","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","102.0248842063","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","35969.6142743976","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","926.5868747371","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","","102.6441404853","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","639.8656106662","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","4.9971356192","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","100.7871135228","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","39488.2146708525","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","1568.461541172","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","104.1362651698","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","670.9423251443","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","6.7678695247","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","101.0189897349","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","37659.1990810059","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","1412.61410637","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihovýchod","","103.8972336493","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","425.9168527116","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","2.6121856583","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","100.6170935172","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","37197.9642293659","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","1745.0987627664","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","104.9223066734","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","445.373360924","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","3.4190694528","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","100.7736251279","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","35572.9400137024","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","1616.1175503024","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Morava","","104.7593309181","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","420.2263875765","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","-4.0810572961","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","99.0381839052","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","37034.4324302137","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","1546.7909429267","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","104.3586749587","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","437.5733856326","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","-3.612233964","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","99.1812439473","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","35566.2530379809","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","1436.2410539171","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Moravskoslezsko","","104.208146937","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","832.3036994544","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","5.0294240555","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","100.6079512207","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","49315.2147174182","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","2123.6105688478","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","104.4999753816","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","880.4255169808","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","7.5950010646","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","100.8701575995","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","46619.7706189245","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","1891.2701655032","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Praha","Hlavní město Praha","104.2283334928","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","418.5957806642","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","7.2243498967","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","101.7561622797","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","40765.3210724118","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","1201.9243410492","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","103.0379705494","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","435.9848462323","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","7.9210830919","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","101.8504446706","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","39139.4140089955","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","1118.7906326991","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Střední Čechy","Středočeský kraj","102.9425888724","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","220.368368342","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","-0.2608142688","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","99.8817861419","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","37522.5358895386","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","1441.7042445862","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","103.995762234","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","229.8306148188","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","-0.0609159874","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","99.9735022916","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","35977.7134850006","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","1350.581437868","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Jihočeský kraj","103.9003560446","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","215.38788897","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","3.8135739322","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","101.8024749042","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","39420.6064514354","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","1162.8753953269","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","103.0395827542","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","224.6716309774","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","4.0013219007","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","101.8132579401","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","37791.6925628483","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","1110.9389219821","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Jihozápad","Plzeňský kraj","103.0286698383","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","82.7371070984","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","-0.0054367526","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","99.9934293141","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","35665.5182301609","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","1448.3350030823","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","104.2327709837","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","86.3952690026","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","0.1804601574","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","100.2093145712","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","34155.3633155562","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","1316.2626836696","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Karlovarský kraj","104.0082178207","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","243.7700056013","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","-0.0929204454","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","99.9618964445","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","37492.8105779376","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","697.4920607779","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","101.8956000081","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","253.1727894694","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","0.3288654441","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","100.1300665797","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","36100.3355208449","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","611.9840684402","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severozápad","Ústecký kraj","101.7244646296","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","146.0988084693","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","2.9366440538","",""
"Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","102.0512710644","procento","%"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","36963.0457719929","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","583.9392973175","",""
"Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","101.6051501917","procento","%"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","152.3947273073","tisíc osob","tis. osob (tis. os.)"
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","3.1266943003","",""
"Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","102.0946844662","",""
"Průměrná hrubá měsíční mzda na fyzické osoby (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","35435.9828591356","koruna česká","Kč"
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","544.9782850172","",""
"Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Liberecký kraj","101.5619449531","procento","%"
"Průměrný evidenční počet zaměstnanců přepočtený (tis. osob)","4. čtvrtletí 2021","Pracovištní metoda","Česko","Severovýchod","Královéhradecký kraj","201.8614094319","tisíc osob","tis. osob (tis. os.)"
