Ukazatel,IndicatorType,Počet obyvatel obce,VELSKUPOBC,Území-Stát,Uz023h22.STAT,Území-Kraj,Uz023h22.KRAJ,Území-Okres,Uz023h22.OKRES,Druh nemovitosti,REPRCENNEM,Roční a 3-letá období,CAS1R3R1,Hodnota
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2019,2019,27472
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2020,2020,32215
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2021,2021,36743
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2022,2022,45539
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2023,2023,41288
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2024,2024,49219
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Rodinné domy [Kč/m2],10302,2025,2025,46179
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2019,2019,22642
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2020,2020,25816
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2021,2021,32946
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2022,2022,40512
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2023,2023,37544
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2024,2024,41227
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Karlovy Vary,CZ0412,Byty [Kč/m2],10602,2025,2025,46516
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2019,2019,21422
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2020,2020,25953
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2021,2021,32228
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2022,2022,35051
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2023,2023,34964
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2024,2024,36488
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Rodinné domy [Kč/m2],10302,2025,2025,41803
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2019,2019,16554
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2020,2020,17647
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2021,2021,22322
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2022,2022,28492
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2023,2023,26110
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2024,2024,28592
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Karlovarský kraj,CZ041,Sokolov,CZ0413,Byty [Kč/m2],10602,2025,2025,33203
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2019,2019,23444
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2020,2020,26182
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2021,2021,30544
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2022,2022,35316
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2023,2023,35366
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2024,2024,38148
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Rodinné domy [Kč/m2],10302,2025,2025,38351
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2019,2019,18427
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2020,2020,21235
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2021,2021,28328
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2022,2022,34690
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2023,2023,32724
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2024,2024,34723
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Děčín,CZ0421,Byty [Kč/m2],10602,2025,2025,38150
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2019,2019,25107
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2020,2020,28689
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2021,2021,33693
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2022,2022,40709
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2023,2023,40632
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2024,2024,39549
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Rodinné domy [Kč/m2],10302,2025,2025,48435
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2019,2019,16246
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2020,2020,19559
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2021,2021,25195
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2022,2022,29414
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2023,2023,28170
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2024,2024,30408
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Chomutov,CZ0422,Byty [Kč/m2],10602,2025,2025,36561
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2019,2019,22479
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2020,2020,26040
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2021,2021,33211
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2022,2022,38430
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2023,2023,35682
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2024,2024,40934
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Rodinné domy [Kč/m2],10302,2025,2025,46367
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2019,2019,24073
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2020,2020,28838
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2021,2021,38319
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2022,2022,45715
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2023,2023,43615
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2024,2024,46254
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Litoměřice,CZ0423,Byty [Kč/m2],10602,2025,2025,54573
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2019,2019,25554
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2020,2020,25824
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2021,2021,26577
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2022,2022,39427
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2023,2023,33109
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2024,2024,40171
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Rodinné domy [Kč/m2],10302,2025,2025,41585
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2019,2019,19348
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2020,2020,23545
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2021,2021,30864
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2022,2022,38028
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2023,2023,33958
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2024,2024,36740
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Louny,CZ0424,Byty [Kč/m2],10602,2025,2025,44868
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2019,2019,30608
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2020,2020,32284
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2021,2021,36548
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2022,2022,40649
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2023,2023,41441
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2024,2024,48440
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Rodinné domy [Kč/m2],10302,2025,2025,48272
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2019,2019,18696
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2020,2020,21730
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2021,2021,26649
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2022,2022,32559
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2023,2023,29325
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2024,2024,32589
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Most,CZ0425,Byty [Kč/m2],10602,2025,2025,39291
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2019,2019,28224
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2020,2020,30440
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2021,2021,34607
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2022,2022,39699
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2023,2023,44666
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2024,2024,41439
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Rodinné domy [Kč/m2],10302,2025,2025,47295
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2019,2019,19242
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2020,2020,20722
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2021,2021,27224
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2022,2022,32342
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2023,2023,30048
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2024,2024,34783
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Teplice,CZ0426,Byty [Kč/m2],10602,2025,2025,35490
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2019,2019,29981
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2020,2020,40271
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2021,2021,38977
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2022,2022,47885
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2023,2023,48345
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2024,2024,57931
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Rodinné domy [Kč/m2],10302,2025,2025,57288
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2019,2019,22872
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2020,2020,26661
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2021,2021,35990
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2022,2022,43761
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2023,2023,38732
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2024,2024,42287
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,Byty [Kč/m2],10602,2025,2025,49132
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2019,2019,26473
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2020,2020,31146
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2021,2021,34111
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2022,2022,43822
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2023,2023,38159
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2024,2024,42227
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Rodinné domy [Kč/m2],10302,2025,2025,48319
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2019,2019,20109
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2020,2020,23651
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2021,2021,30687
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2022,2022,41919
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2023,2023,36110
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2024,2024,37014
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Česká Lípa,CZ0511,Byty [Kč/m2],10602,2025,2025,43051
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2019,2019,28247
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2020,2020,32233
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2021,2021,35877
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2022,2022,45619
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2023,2023,43396
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2024,2024,43152
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Rodinné domy [Kč/m2],10302,2025,2025,51485
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Byty [Kč/m2],10602,2019,2019,24879
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Byty [Kč/m2],10602,2020,2020,28786
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Byty [Kč/m2],10602,2021,2021,38174
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Byty [Kč/m2],10602,2022,2022,44608
Průměrná jednotková kupní cena nemovitosti,7432,Celkem,0,Česko,CZ,Liberecký kraj,CZ051,Jablonec nad Nisou,CZ0512,Byty [Kč/m2],10602,2023,2023,41879
